utterance_id,audio_path,language,speaker_id,gender,transcription_raw,duration_sec,noise_level_db,collection_source,quality_flag,transcription_normalized
utt_0481,s3://india-speaks/raw/bn/utt_0481.wav,pa,0b347a62,Other,namaste kaise hai naam kaise namaste dilli hai aapka,3.0,29.84,studio,1,namaste kaise hai naam kaise namaste dilli hai aapka
utt_0483,s3://india-speaks/raw/ur/utt_0483.wav,ml,dbfd5b5b,F,namaste kaise namaste naam dilli se aapka mera dilli kaise,0.84,51.29,crowdsourced,-1,namaste kaise namaste naam dilli se aapka mera dilli kaise
utt_0484,s3://india-speaks/raw/mr/utt_0484.wav,ml,9b05077d,M,ho namaste hu hai hai aaya se,3.0,30.78,crowdsourced,-1,ho namaste hu hai hai aaya se
utt_0485,s3://india-speaks/raw/ur/utt_0485.wav,kn,794492f2,F,se naam hu hai,3.98,40.89,crowdsourced,-1,se naam hu hai
utt_0486,s3://india-speaks/raw/en/utt_0486.wav,mr,9df9644e,F,dilli namaste naam swagat hu hai,1.47,23.74,crowdsourced,1,dilli namaste naam swagat hu hai
utt_0489,s3://india-speaks/raw/ur/utt_0489.wav,mr,8bac8001,Other,namaste hai dilli se naam hai,1.3,29.89,call-center,1,namaste hai dilli se naam hai
utt_0491,s3://india-speaks/raw/kn/utt_0491.wav,te,9fab4b91,Other,hai namaste aaya hu hai naam kaise swagat hu,1.43,20.2,studio,1,hai namaste aaya hu hai naam kaise swagat hu
utt_0492,s3://india-speaks/raw/ur/utt_0492.wav,mr,7168a1ff,Other,dilli ho mera swagat naam hai naam,2.13,30.21,studio,1,dilli ho mera swagat naam hai naam
utt_0494,s3://india-speaks/raw/en/utt_0494.wav,gu,2979c98e,M,aaya aapka naam aaya aapka swagat hu naam swagat,2.43,55.28,call-center,1,aaya aapka naam aaya aapka swagat hu naam swagat
utt_0495,s3://india-speaks/raw/ta/utt_0495.wav,kn,0badd13c,Other,naam kaise swagat aaya hai se hai hai hai,1.52,42.09,crowdsourced,-1,naam kaise swagat aaya hai se hai hai hai
utt_0496,s3://india-speaks/raw/mr/utt_0496.wav,en,6c9ca168,Other,mera mera swagat ho dilli hai hu swagat,4.44,38.09,crowdsourced,1,mera mera swagat ho dilli hai hu swagat
utt_0497,s3://india-speaks/raw/mr/utt_0497.wav,ta,0032decc,Other,hai mera kaise mera swagat aaya kaise hai hu,2.2,33.19,studio,-1,hai mera kaise mera swagat aaya kaise hai hu
utt_0499,s3://india-speaks/raw/ml/utt_0499.wav,bn,32eba9b6,Other,hu kaise hai naam mera aapka kaise dilli aaya,2.57,24.87,call-center,-1,hu kaise hai naam mera aapka kaise dilli aaya
utt_0502,s3://india-speaks/raw/bn/utt_0502.wav,en,d27e6a99,Other,mera aapka naam kaise aaya swagat mera hu namaste namaste,2.48,53.24,crowdsourced,-1,mera aapka naam kaise aaya swagat mera hu namaste namaste
utt_0503,s3://india-speaks/raw/gu/utt_0503.wav,kn,52ad37b7,Other,aaya namaste ho hai dilli aapka se hai mera namaste,4.6,46.44,studio,1,aaya namaste ho hai dilli aapka se hai mera namaste
utt_0506,s3://india-speaks/raw/hi/utt_0506.wav,ml,c0c93981,Other,dilli kaise hai aapka,3.82,52.71,studio,-1,dilli kaise hai aapka
utt_0507,s3://india-speaks/raw/en/utt_0507.wav,pa,28a00073,Other,swagat aapka hai namaste aaya mera hai hai hai ho,3.53,51.85,call-center,1,swagat aapka hai namaste aaya mera hai hai hai ho
utt_0508,s3://india-speaks/raw/pa/utt_0508.wav,ur,d5c8b8c4,Other,naam naam dilli aapka hai swagat kaise,4.62,26.77,studio,-1,naam naam dilli aapka hai swagat kaise
utt_0510,s3://india-speaks/raw/ur/utt_0510.wav,ml,f719e840,Other,aapka hai kaise hai namaste,0.67,45.93,call-center,1,aapka hai kaise hai namaste
utt_0511,s3://india-speaks/raw/te/utt_0511.wav,pa,647ab0fe,Other,aapka namaste kaise mera aaya mera mera,3.86,26.27,crowdsourced,-1,aapka namaste kaise mera aaya mera mera
utt_0512,s3://india-speaks/raw/en/utt_0512.wav,ml,57d2ab71,Other,hai naam mera mera kaise hu hai aaya,2.11,38.24,call-center,-1,hai naam mera mera kaise hu hai aaya
utt_0514,s3://india-speaks/raw/pa/utt_0514.wav,ta,c4dd5408,Other,naam hai namaste dilli se se aaya dilli kaise namaste,1.81,55.05,call-center,-1,naam hai namaste dilli se se aaya dilli kaise namaste
utt_0515,s3://india-speaks/raw/pa/utt_0515.wav,kn,b82099f6,M,mera hai hu aaya mera aapka se ho,2.72,51.76,crowdsourced,1,mera hai hu aaya mera aapka se ho
utt_0516,s3://india-speaks/raw/ur/utt_0516.wav,ur,6cb8076b,F,hai dilli hai hai hai hai,2.4,33.19,call-center,-1,hai dilli hai hai hai hai
utt_0518,s3://india-speaks/raw/ml/utt_0518.wav,ta,e3e35001,M,aaya aapka hai swagat,3.66,56.38,call-center,-1,aaya aapka hai swagat
utt_0519,s3://india-speaks/raw/en/utt_0519.wav,ta,66e8e6f7,M,mera mera se kaise hai swagat aapka aapka swagat naam,1.64,53.84,crowdsourced,1,mera mera se kaise hai swagat aapka aapka swagat naam
utt_0520,s3://india-speaks/raw/te/utt_0520.wav,ta,a8e1bca6,M,hai namaste ho aaya dilli ho hai naam hai dilli,4.11,22.32,crowdsourced,-1,hai namaste ho aaya dilli ho hai naam hai dilli
utt_0522,s3://india-speaks/raw/kn/utt_0522.wav,hi,51f1de3c,Other,kaise hai mera hai aapka dilli,1.22,48.02,studio,1,kaise hai mera hai apka dilli
utt_0524,s3://india-speaks/raw/en/utt_0524.wav,gu,1cddcd3e,F,dilli hai aapka aaya,2.96,50.23,studio,-1,dilli hai aapka aaya
utt_0526,s3://india-speaks/raw/ml/utt_0526.wav,mr,9a0efeff,F,aapka hai naam naam swagat swagat dilli se aaya naam,2.7,30.99,studio,1,aapka hai naam naam swagat swagat dilli se aaya naam
utt_0527,s3://india-speaks/raw/ta/utt_0527.wav,gu,d7228517,M,hai se se hai hu mera aaya hai aapka kaise,4.35,32.66,studio,1,hai se se hai hu mera aaya hai aapka kaise
utt_0528,s3://india-speaks/raw/pa/utt_0528.wav,en,1ad3d651,Other,ho ho ho ho dilli ho hu kaise,4.68,57.56,crowdsourced,-1,ho ho ho ho dilli ho hu kaise
utt_0529,s3://india-speaks/raw/ur/utt_0529.wav,ta,fbdb206b,M,dilli namaste dilli swagat dilli hai kaise kaise se kaise,1.69,51.32,call-center,1,dilli namaste dilli swagat dilli hai kaise kaise se kaise
utt_0530,s3://india-speaks/raw/hi/utt_0530.wav,bn,3afd1a45,F,se hai ho hai namaste swagat,3.26,36.31,studio,1,se hai ho hai namaste swagat
utt_0531,s3://india-speaks/raw/hi/utt_0531.wav,ta,51bb8f1b,F,hu hu se ho hu dilli hai hu naam namaste,2.46,41.71,call-center,1,hu hu se ho hu dilli hai hu naam namaste
utt_0532,s3://india-speaks/raw/en/utt_0532.wav,te,e063edb4,F,hai kaise hu aapka aapka dilli kaise se,3.84,33.64,call-center,1,hai kaise hu aapka aapka dilli kaise se
utt_0534,s3://india-speaks/raw/pa/utt_0534.wav,ur,cb680fbd,M,naam se hai aapka se aaya dilli,3.55,45.06,studio,-1,naam se hai aapka se aaya dilli
utt_0535,s3://india-speaks/raw/mr/utt_0535.wav,gu,74223d1b,F,aaya ho aaya swagat mera ho kaise hai,2.25,52.64,crowdsourced,-1,aaya ho aaya swagat mera ho kaise hai
utt_0537,s3://india-speaks/raw/ta/utt_0537.wav,mr,465a6e88,Other,aaya mera namaste,2.79,59.71,call-center,-1,aaya mera namaste
utt_0539,s3://india-speaks/raw/mr/utt_0539.wav,mr,2fef08b8,F,naam hai dilli naam hu se mera,1.84,42.43,studio,1,naam hai dilli naam hu se mera
utt_0540,s3://india-speaks/raw/kn/utt_0540.wav,pa,21f9875e,M,naam mera hai swagat,4.93,44.5,call-center,-1,naam mera hai swagat
utt_0541,s3://india-speaks/raw/te/utt_0541.wav,hi,ce4eda89,M,se mera aaya hu aapka kaise swagat naam ho,0.7,28.74,crowdsourced,-1,se mera aya hu apka kaise swagat nam ho
utt_0542,s3://india-speaks/raw/kn/utt_0542.wav,ur,82223a58,M,aaya ho hai hai ho namaste kaise aapka aaya,3.72,44.11,crowdsourced,1,aaya ho hai hai ho namaste kaise aapka aaya
utt_0543,s3://india-speaks/raw/gu/utt_0543.wav,mr,238e66d0,M,mera hai swagat se hu aaya dilli naam,4.9,48.48,call-center,1,mera hai swagat se hu aaya dilli naam
utt_0545,s3://india-speaks/raw/pa/utt_0545.wav,te,51b1d538,M,hu kaise kaise swagat swagat hai ho hai,2.87,32.72,call-center,-1,hu kaise kaise swagat swagat hai ho hai
utt_0546,s3://india-speaks/raw/te/utt_0546.wav,ur,ba79ae6d,F,se namaste aaya hu aapka hu,2.52,51.2,studio,-1,se namaste aaya hu aapka hu
utt_0548,s3://india-speaks/raw/en/utt_0548.wav,mr,37269e8d,F,kaise ho ho swagat kaise se,4.94,28.78,call-center,1,kaise ho ho swagat kaise se
utt_0549,s3://india-speaks/raw/ml/utt_0549.wav,mr,5438b843,Other,mera naam mera swagat swagat,4.09,44.78,studio,-1,mera naam mera swagat swagat
utt_0553,s3://india-speaks/raw/mr/utt_0553.wav,ur,6092cb4e,M,namaste hu dilli aaya namaste aaya swagat namaste mera aapka,4.17,55.64,call-center,-1,namaste hu dilli aaya namaste aaya swagat namaste mera aapka
utt_0556,s3://india-speaks/raw/mr/utt_0556.wav,te,fbad6ec1,F,se namaste swagat ho,4.9,22.33,studio,1,se namaste swagat ho
utt_0557,s3://india-speaks/raw/bn/utt_0557.wav,pa,e077fd6f,M,hai namaste namaste namaste mera dilli aapka,4.37,24.8,crowdsourced,1,hai namaste namaste namaste mera dilli aapka
utt_0561,s3://india-speaks/raw/bn/utt_0561.wav,pa,edf3e855,Other,swagat aapka aapka ho aaya,2.33,44.64,crowdsourced,1,swagat aapka aapka ho aaya
utt_0562,s3://india-speaks/raw/mr/utt_0562.wav,te,a3f73541,Other,hai dilli hai dilli mera naam,4.62,29.63,studio,1,hai dilli hai dilli mera naam
utt_0563,s3://india-speaks/raw/en/utt_0563.wav,hi,b93f6c9c,M,dilli aapka ho hai naam hu namaste,3.28,30.48,studio,1,dilli apka ho hai nam hu namaste
utt_0564,s3://india-speaks/raw/hi/utt_0564.wav,ta,89ca4108,Other,hai se hu namaste hai se hai ho namaste,4.72,43.95,studio,-1,hai se hu namaste hai se hai ho namaste
utt_0566,s3://india-speaks/raw/ml/utt_0566.wav,hi,a354a41a,Other,kaise aaya hai se mera naam hai hai,2.74,33.72,studio,1,kaise aya hai se mera nam hai hai
utt_0569,s3://india-speaks/raw/pa/utt_0569.wav,hi,031445d5,M,aapka hai se swagat dilli mera,2.88,50.04,call-center,-1,apka hai se swagat dilli mera
utt_0571,s3://india-speaks/raw/hi/utt_0571.wav,hi,b3fb65ee,F,kaise aapka swagat hai hai,2.46,22.39,studio,1,kaise apka swagat hai hai
utt_0572,s3://india-speaks/raw/bn/utt_0572.wav,en,48a01bb2,Other,naam hu ho swagat namaste,4.93,33.97,crowdsourced,-1,naam hu ho swagat namaste
utt_0573,s3://india-speaks/raw/ur/utt_0573.wav,ur,434a16a7,F,hai aaya hu aaya mera aapka hu namaste hai,4.67,36.78,crowdsourced,-1,hai aaya hu aaya mera aapka hu namaste hai
utt_0576,s3://india-speaks/raw/gu/utt_0576.wav,kn,26817071,F,aapka ho dilli naam hai swagat aapka,0.9,41.48,studio,-1,aapka ho dilli naam hai swagat aapka
utt_0577,s3://india-speaks/raw/pa/utt_0577.wav,bn,51687de6,Other,namaste aapka kaise aapka hai mera hai hai,1.6,33.37,studio,-1,namaste aapka kaise aapka hai mera hai hai
utt_0579,s3://india-speaks/raw/te/utt_0579.wav,bn,1f22d110,M,aaya hai se dilli swagat,2.05,31.38,crowdsourced,-1,aaya hai se dilli swagat
utt_0580,s3://india-speaks/raw/en/utt_0580.wav,ml,939ba19a,F,hai aaya mera dilli ho namaste aapka se,2.18,55.88,call-center,-1,hai aaya mera dilli ho namaste aapka se
utt_0581,s3://india-speaks/raw/en/utt_0581.wav,ta,4cb9bd85,Other,aaya hai kaise hai hai kaise namaste,1.37,54.82,call-center,-1,aaya hai kaise hai hai kaise namaste
utt_0582,s3://india-speaks/raw/mr/utt_0582.wav,ta,a0f9b664,M,hai mera naam hai aapka se dilli naam se kaise,1.61,20.54,studio,1,hai mera naam hai aapka se dilli naam se kaise
utt_0583,s3://india-speaks/raw/kn/utt_0583.wav,en,06f74a5a,M,namaste aapka se hai aapka aapka hu hai naam,3.89,47.85,crowdsourced,1,namaste aapka se hai aapka aapka hu hai naam
utt_0584,s3://india-speaks/raw/kn/utt_0584.wav,gu,72065a2d,M,se dilli namaste hai ho ho aaya namaste ho,3.74,33.29,studio,1,se dilli namaste hai ho ho aaya namaste ho
utt_0585,s3://india-speaks/raw/hi/utt_0585.wav,ur,b9c35126,Other,hai namaste naam namaste hu aapka aaya se dilli,1.18,56.82,studio,-1,hai namaste naam namaste hu aapka aaya se dilli
utt_0586,s3://india-speaks/raw/te/utt_0586.wav,en,2c9a3075,Other,kaise hai kaise hu hai se kaise,3.2,52.54,crowdsourced,1,kaise hai kaise hu hai se kaise
utt_0587,s3://india-speaks/raw/mr/utt_0587.wav,ur,465bcd1d,Other,dilli swagat naam aaya hai dilli dilli,2.53,29.26,call-center,-1,dilli swagat naam aaya hai dilli dilli
utt_0588,s3://india-speaks/raw/kn/utt_0588.wav,ur,5b4fff59,M,se aaya kaise hai dilli,1.59,39.25,studio,1,se aaya kaise hai dilli
utt_0589,s3://india-speaks/raw/pa/utt_0589.wav,pa,666c63af,Other,kaise hai aaya aapka ho hai,2.64,46.85,studio,1,kaise hai aaya aapka ho hai
utt_0590,s3://india-speaks/raw/ur/utt_0590.wav,ta,2a86026a,Other,swagat aaya mera kaise ho kaise swagat swagat namaste,4.79,39.29,call-center,1,swagat aaya mera kaise ho kaise swagat swagat namaste
utt_0593,s3://india-speaks/raw/en/utt_0593.wav,kn,a8448eda,F,mera ho aaya aapka hu se aaya hai,2.37,35.1,studio,-1,mera ho aaya aapka hu se aaya hai
utt_0595,s3://india-speaks/raw/mr/utt_0595.wav,bn,c5a0f37f,M,namaste swagat dilli swagat aaya ho se,2.45,42.04,studio,1,namaste swagat dilli swagat aaya ho se
utt_0597,s3://india-speaks/raw/bn/utt_0597.wav,kn,8b0cc8cb,Other,hai aaya hu dilli dilli hu se hai kaise,3.13,46.58,crowdsourced,-1,hai aaya hu dilli dilli hu se hai kaise
utt_0598,s3://india-speaks/raw/en/utt_0598.wav,kn,f207b522,M,kaise kaise hu aapka aaya hu,2.36,34.96,call-center,-1,kaise kaise hu aapka aaya hu
utt_0599,s3://india-speaks/raw/te/utt_0599.wav,ml,703da29d,F,aapka aaya hu dilli mera,0.99,33.56,call-center,1,aapka aaya hu dilli mera
utt_0601,s3://india-speaks/raw/kn/utt_0601.wav,ml,f23674f3,Other,ho ho naam,3.48,54.41,call-center,1,ho ho naam
utt_0602,s3://india-speaks/raw/kn/utt_0602.wav,pa,79cde173,Other,namaste ho hai aaya mera,2.15,54.95,call-center,1,namaste ho hai aaya mera
utt_0610,s3://india-speaks/raw/ta/utt_0610.wav,pa,105916b3,M,kaise dilli mera namaste,4.46,52.66,call-center,1,kaise dilli mera namaste
utt_0611,s3://india-speaks/raw/mr/utt_0611.wav,ml,a041a7bd,M,hai aapka namaste,2.06,36.76,crowdsourced,-1,hai aapka namaste
utt_0613,s3://india-speaks/raw/ml/utt_0613.wav,te,db89002a,F,aaya hu swagat hai swagat swagat kaise aaya,1.17,43.49,studio,1,aaya hu swagat hai swagat swagat kaise aaya
utt_0615,s3://india-speaks/raw/gu/utt_0615.wav,ur,ed58c809,F,,3.04,48.49,crowdsourced,1,nan
utt_0618,s3://india-speaks/raw/te/utt_0618.wav,ur,63f75d9c,M,se hu hai namaste hai aapka hu mera se,4.16,22.48,crowdsourced,-1,se hu hai namaste hai aapka hu mera se
utt_0620,s3://india-speaks/raw/ml/utt_0620.wav,pa,bf69c670,Other,se aaya dilli se aapka mera hai kaise mera naam,4.73,56.07,crowdsourced,-1,se aaya dilli se aapka mera hai kaise mera naam
utt_0621,s3://india-speaks/raw/te/utt_0621.wav,bn,08be6712,F,dilli hai hai aapka dilli hai hai ho kaise,4.76,20.35,studio,1,dilli hai hai aapka dilli hai hai ho kaise
utt_0622,s3://india-speaks/raw/mr/utt_0622.wav,mr,933896d3,Other,aapka naam naam hai hu se se dilli mera namaste,3.91,20.09,crowdsourced,-1,aapka naam naam hai hu se se dilli mera namaste
utt_0623,s3://india-speaks/raw/te/utt_0623.wav,ur,af958e58,M,aaya dilli naam swagat kaise namaste namaste,1.36,21.34,call-center,-1,aaya dilli naam swagat kaise namaste namaste
utt_0624,s3://india-speaks/raw/kn/utt_0624.wav,gu,d7b1ca0e,F,swagat hu namaste se aaya dilli mera swagat kaise,3.05,57.33,studio,-1,swagat hu namaste se aaya dilli mera swagat kaise
utt_0625,s3://india-speaks/raw/bn/utt_0625.wav,ml,10a705b8,Other,aapka hu aaya dilli namaste swagat,2.5,54.6,call-center,-1,aapka hu aaya dilli namaste swagat
utt_0631,s3://india-speaks/raw/bn/utt_0631.wav,ur,caea58fc,M,namaste aapka swagat se namaste mera,0.5,51.47,crowdsourced,-1,namaste aapka swagat se namaste mera
utt_0633,s3://india-speaks/raw/mr/utt_0633.wav,ta,0ce18683,F,se aaya hu naam mera aapka hu mera aapka,4.67,25.89,call-center,-1,se aaya hu naam mera aapka hu mera aapka
utt_0635,s3://india-speaks/raw/ur/utt_0635.wav,ur,fa075449,F,dilli dilli namaste namaste aapka aaya,0.61,25.97,studio,-1,dilli dilli namaste namaste aapka aaya
utt_0636,s3://india-speaks/raw/pa/utt_0636.wav,mr,c0dcdf5d,F,kaise swagat hai ho aapka,2.96,26.23,crowdsourced,1,kaise swagat hai ho aapka
utt_0639,s3://india-speaks/raw/hi/utt_0639.wav,mr,bea43574,Other,naam hai swagat naam kaise aapka,1.18,56.75,studio,-1,naam hai swagat naam kaise aapka
utt_0641,s3://india-speaks/raw/hi/utt_0641.wav,ta,0822ea13,Other,aaya hai namaste namaste namaste,3.96,55.02,crowdsourced,1,aaya hai namaste namaste namaste
utt_0642,s3://india-speaks/raw/pa/utt_0642.wav,ur,f7233a0c,Other,aaya dilli namaste naam,1.79,55.84,studio,-1,aaya dilli namaste naam
utt_0644,s3://india-speaks/raw/ur/utt_0644.wav,gu,398057e5,Other,hu hai hai hai ho dilli hai naam kaise hu,4.27,21.23,studio,1,hu hai hai hai ho dilli hai naam kaise hu
utt_0649,s3://india-speaks/raw/ta/utt_0649.wav,mr,54ea16d2,F,kaise hai ho mera naam ho aaya hu aaya,2.59,28.47,studio,1,kaise hai ho mera naam ho aaya hu aaya
utt_0650,s3://india-speaks/raw/ta/utt_0650.wav,en,48db4e7c,F,swagat naam swagat kaise mera swagat,1.82,59.9,studio,1,swagat naam swagat kaise mera swagat
utt_0655,s3://india-speaks/raw/ur/utt_0655.wav,ml,a538ed98,M,kaise aapka hu,2.28,52.94,studio,-1,kaise aapka hu
utt_0658,s3://india-speaks/raw/ml/utt_0658.wav,kn,9238e6cb,F,dilli hai aaya hai aapka hu aaya aapka namaste aaya,3.39,20.82,crowdsourced,1,dilli hai aaya hai aapka hu aaya aapka namaste aaya
utt_0660,s3://india-speaks/raw/ur/utt_0660.wav,en,4c2f4670,M,hu aaya namaste aapka hai ho aapka hu,0.61,25.02,crowdsourced,1,hu aaya namaste aapka hai ho aapka hu
utt_0661,s3://india-speaks/raw/te/utt_0661.wav,te,d03dbe6e,F,hu kaise dilli hu aapka naam,2.68,57.78,crowdsourced,1,hu kaise dilli hu aapka naam
utt_0666,s3://india-speaks/raw/mr/utt_0666.wav,gu,08eea528,F,hai swagat mera,1.14,29.84,studio,1,hai swagat mera
utt_0668,s3://india-speaks/raw/ta/utt_0668.wav,gu,da65c092,M,naam mera hai aaya aaya aapka hai,2.57,58.91,call-center,-1,naam mera hai aaya aaya aapka hai
utt_0671,s3://india-speaks/raw/pa/utt_0671.wav,pa,668c6751,F,,1.51,25.55,crowdsourced,1,nan
utt_0673,s3://india-speaks/raw/pa/utt_0673.wav,hi,6989b433,F,swagat hai aaya ho,0.91,40.34,call-center,1,swagat hai aya ho
utt_0674,s3://india-speaks/raw/kn/utt_0674.wav,bn,227e2e86,M,naam namaste aapka aaya,2.14,45.95,call-center,1,naam namaste aapka aaya
utt_0677,s3://india-speaks/raw/te/utt_0677.wav,kn,077ff12d,F,hai swagat se dilli mera dilli mera dilli,3.98,39.77,crowdsourced,1,hai swagat se dilli mera dilli mera dilli
utt_0678,s3://india-speaks/raw/te/utt_0678.wav,ml,171dff93,F,ho mera aapka,4.07,59.27,call-center,-1,ho mera aapka
utt_0679,s3://india-speaks/raw/te/utt_0679.wav,ur,409f4fd8,Other,aapka naam hu dilli dilli namaste swagat,3.92,26.74,crowdsourced,1,aapka naam hu dilli dilli namaste swagat
utt_0680,s3://india-speaks/raw/ur/utt_0680.wav,ur,3d1ed5c2,F,swagat hai naam naam mera hai,1.56,35.12,call-center,1,swagat hai naam naam mera hai
utt_0681,s3://india-speaks/raw/gu/utt_0681.wav,hi,e924ab01,F,dilli mera hai hu hai dilli namaste namaste,1.91,25.1,crowdsourced,-1,dilli mera hai hu hai dilli namaste namaste
utt_0682,s3://india-speaks/raw/en/utt_0682.wav,ta,6d08addd,Other,hai se aapka,1.05,58.22,crowdsourced,-1,hai se aapka
utt_0683,s3://india-speaks/raw/kn/utt_0683.wav,te,d4ef7bf8,F,namaste dilli aapka naam aaya kaise hai hai namaste hai,3.6,27.51,crowdsourced,1,namaste dilli aapka naam aaya kaise hai hai namaste hai
utt_0684,s3://india-speaks/raw/en/utt_0684.wav,kn,a592a8ca,M,kaise se kaise hai mera naam dilli swagat swagat hai,2.06,58.95,call-center,1,kaise se kaise hai mera naam dilli swagat swagat hai
utt_0685,s3://india-speaks/raw/ta/utt_0685.wav,kn,7c1e93a6,M,kaise se hu ho aaya mera aapka dilli ho hu,3.5,32.14,call-center,-1,kaise se hu ho aaya mera aapka dilli ho hu
utt_0686,s3://india-speaks/raw/en/utt_0686.wav,en,3a39c860,Other,kaise aaya aapka kaise ho se aaya aapka,2.53,35.06,crowdsourced,-1,kaise aaya aapka kaise ho se aaya aapka
utt_0687,s3://india-speaks/raw/ta/utt_0687.wav,mr,8915a855,F,aapka ho aapka kaise namaste ho,4.73,27.6,studio,1,aapka ho aapka kaise namaste ho
utt_0688,s3://india-speaks/raw/pa/utt_0688.wav,mr,b44ab047,Other,swagat mera dilli ho hu swagat hu,2.79,31.09,crowdsourced,-1,swagat mera dilli ho hu swagat hu
utt_0690,s3://india-speaks/raw/en/utt_0690.wav,en,ce8bfa57,F,se ho namaste kaise swagat hai hai ho aapka aapka,4.98,53.19,crowdsourced,-1,se ho namaste kaise swagat hai hai ho aapka aapka
utt_0691,s3://india-speaks/raw/kn/utt_0691.wav,ta,3378b859,F,se aaya kaise hu namaste ho ho swagat,2.94,59.57,call-center,1,se aaya kaise hu namaste ho ho swagat
utt_0696,s3://india-speaks/raw/ur/utt_0696.wav,pa,bf93da20,F,ho se se hai,2.83,56.06,crowdsourced,-1,ho se se hai
utt_0697,s3://india-speaks/raw/ur/utt_0697.wav,kn,90cb9064,F,mera swagat namaste,4.32,49.16,crowdsourced,-1,mera swagat namaste
utt_0698,s3://india-speaks/raw/en/utt_0698.wav,mr,df75609e,Other,naam se hu mera kaise aaya swagat se swagat hu,0.78,48.29,call-center,1,naam se hu mera kaise aaya swagat se swagat hu
utt_0699,s3://india-speaks/raw/ml/utt_0699.wav,ml,0fa1b550,M,dilli dilli swagat se hai se ho,4.52,43.02,studio,1,dilli dilli swagat se hai se ho
utt_0700,s3://india-speaks/raw/en/utt_0700.wav,hi,6655b3cd,M,hai swagat hai,4.96,47.05,crowdsourced,-1,hai swagat hai
utt_0702,s3://india-speaks/raw/gu/utt_0702.wav,gu,3ddfa766,Other,aapka mera aaya aapka hai naam naam dilli aapka,4.1,39.11,call-center,-1,aapka mera aaya aapka hai naam naam dilli aapka
utt_0705,s3://india-speaks/raw/pa/utt_0705.wav,kn,e7b2d864,F,aaya namaste dilli,3.75,38.9,crowdsourced,1,aaya namaste dilli
utt_0706,s3://india-speaks/raw/bn/utt_0706.wav,pa,a124ec62,Other,hu aapka aapka swagat,4.58,43.05,call-center,-1,hu aapka aapka swagat
utt_0708,s3://india-speaks/raw/ml/utt_0708.wav,hi,a4d55dee,M,ho namaste ho se dilli naam aapka swagat swagat dilli,2.49,52.8,crowdsourced,-1,ho namaste ho se dilli nam apka swagat swagat dilli
utt_0709,s3://india-speaks/raw/ta/utt_0709.wav,te,9833e24b,F,hai hai naam namaste se swagat,3.07,35.4,call-center,-1,hai hai naam namaste se swagat
utt_0712,s3://india-speaks/raw/hi/utt_0712.wav,kn,16a3bd82,F,mera hai dilli naam namaste naam swagat,0.89,36.64,call-center,1,mera hai dilli naam namaste naam swagat
utt_0714,s3://india-speaks/raw/gu/utt_0714.wav,bn,4d62e674,Other,ho aapka namaste hai hai,4.31,25.86,studio,1,ho aapka namaste hai hai
utt_0715,s3://india-speaks/raw/ta/utt_0715.wav,ta,70e8237a,M,mera swagat swagat naam kaise kaise hai aapka,4.39,28.66,crowdsourced,1,mera swagat swagat naam kaise kaise hai aapka
utt_0716,s3://india-speaks/raw/gu/utt_0716.wav,gu,3500c3cf,M,ho hu hai,3.43,28.18,call-center,-1,ho hu hai
utt_0717,s3://india-speaks/raw/en/utt_0717.wav,hi,bff4919b,M,swagat namaste se dilli aaya swagat,4.66,41.57,crowdsourced,1,swagat namaste se dilli aya swagat
utt_0720,s3://india-speaks/raw/hi/utt_0720.wav,en,ed1cde20,Other,ho ho dilli aaya mera naam se hai,4.88,42.34,studio,1,ho ho dilli aaya mera naam se hai
utt_0721,s3://india-speaks/raw/gu/utt_0721.wav,pa,ab1848ba,Other,hai aaya aaya hai,3.04,44.21,call-center,-1,hai aaya aaya hai
utt_0722,s3://india-speaks/raw/te/utt_0722.wav,ta,e769def9,M,hu hai kaise naam swagat namaste swagat,0.73,22.55,call-center,-1,hu hai kaise naam swagat namaste swagat
utt_0723,s3://india-speaks/raw/pa/utt_0723.wav,ur,af1b41f7,Other,dilli kaise hai hai hai namaste aapka aapka ho,3.8,42.14,studio,-1,dilli kaise hai hai hai namaste aapka aapka ho
utt_0724,s3://india-speaks/raw/hi/utt_0724.wav,ur,6097237d,Other,aapka hai hu se aaya hu,2.47,42.72,studio,1,aapka hai hu se aaya hu
utt_0725,s3://india-speaks/raw/kn/utt_0725.wav,ml,b427cd32,F,aapka hai aaya naam,2.24,24.63,call-center,1,aapka hai aaya naam
utt_0728,s3://india-speaks/raw/ur/utt_0728.wav,bn,2c84fbd4,F,ho hu naam namaste namaste se hai hai mera se,1.93,56.75,call-center,1,ho hu naam namaste namaste se hai hai mera se
utt_0729,s3://india-speaks/raw/en/utt_0729.wav,gu,654b147c,Other,,3.77,59.72,crowdsourced,-1,nan
utt_0730,s3://india-speaks/raw/pa/utt_0730.wav,kn,434fbab2,M,hai ho namaste hai aaya se,1.62,44.71,call-center,-1,hai ho namaste hai aaya se
utt_0731,s3://india-speaks/raw/te/utt_0731.wav,hi,427bc7f2,F,se dilli dilli hai aapka kaise se naam kaise aaya,1.85,27.66,call-center,1,se dilli dilli hai apka kaise se nam kaise aya
utt_0732,s3://india-speaks/raw/en/utt_0732.wav,gu,ec1b73c6,M,kaise hai ho naam kaise,2.09,27.82,call-center,1,kaise hai ho naam kaise
